clip_id,audio_path,composer,work,movement,performer,source,rights,period,genre,ensemble,instrument,family,clip_type,potential_skill_codes,question_count,metadata_confidence
CLIP-A44F1BA7BBC8,audio/piano/F3.mp3 | audio/piano/F3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,27,high
CLIP-A4931BDBBAB3,modules/texture-trainer/audio/TT036.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 19 in A major, BWV 864",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_38_Fugue_No._19_in_A_major,_BWV_864.ogg",CC0 1.0,,Fugue,,,,Monophonic → fugal polyphony,TEX.TYPE,1,high
CLIP-A494B785E88A,audio/piano/D3.mp3 | audio/piano/D3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,39,high
CLIP-A54D2EFB057A,audio/piano/D4.mp3 | audio/piano/E4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,14,high
CLIP-A58DF4BDB836,modules/texture-trainer/audio/TT077.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 9 in E major, BWV 854",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_18_Fugue_No._9_in_E_major,_BWV_854.ogg",CC0 1.0,,Fugue,,,,Fugal polyphony,TEX.TYPE,1,high
CLIP-A5E0BD6CD909,audio/piano/Fs3.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-A6601168B303,audio/piano/Fs3.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Augmented 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-A7387AF2101C,modules/instrument-identifier/audio/II001.mp3,Beethoven,Violin Concerto Op 61,,,MusOpen,PD,Classical/Romantic transition,Concerto,Orchestral,VIOLIN,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-A75AC93CE860,modules/meter-master/audio/MTR027.mp3,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,,,,,,Rhythm and metre,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-A7BF25114F0F,modules/instrument-identifier/audio/II175.mp3,von Weber,Clarinet Concerto Op. 26,,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-A8272E6E232C,audio/piano/A3.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-A86FDE40919E,modules/meter-master/audio/MTR023.mp3,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,,,,,,Regularity,RHY.METRE,2,high
CLIP-A89184FDB547,modules/instrument-identifier/audio/II219.mp3,Andersen,24 Etudes for Flute Op. 15 (6),,,MusOpen,PD,,Study,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-A94AC8BECC60,modules/instrument-identifier/audio/II114.mp3,Bach,Suite No. 4 (4),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-A9DE6E8A06B8,modules/instrument-identifier/audio/II179.mp3,Mozart,Clarinet Concerto K662,,,MusOpen,PD,Classical,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-AA691AE84835,modules/instrument-identifier/audio/II048.mp3,Elgar,Cello Concerto Op. 85,,,MusOpen,PD,,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-AA88FECC06C7,modules/instrument-identifier/audio/II088.mp3,,Cello Sonata Op.1 (2),,,MusOpen,PD,,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-AA8C43306878,modules/texture-trainer/audio/TT105.mp3,,"Frédéric Chopin — Nocturne in E-flat major, Op. 9 No. 2",,Musopen collection performer,https://commons.wikimedia.org/wiki/File:Nocturne_Op._9_no._2_in_E_flat_major.mp3,CC0,,Character piece,,,,Homophonic,TEX.ROLE | TEX.TYPE,1,high
CLIP-AAC411858B8B,modules/instrument-identifier/audio/II159.mp3,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-AACE757DD446,audio/piano/Fs3.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-AB5C40466C16,modules/texture-trainer/audio/TT011.mp3,,"J. S. Bach — Fugue in D major, BWV 850",,See source page,https://commons.wikimedia.org/wiki/File:Fugue_DMajor_BWV850.ogg,Check the current licence statement on the source page,,Fugue,,,,Fugal polyphony,TEX.TYPE,1,high
CLIP-AB6192D407EE,modules/instrument-identifier/audio/II054.mp3,Debussy,Cello Sonata (2) Moderramente Anime,,,MusOpen,PD,Twentieth century,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-AB85A6C4209C,modules/melody-master/audio/melodic-devices/MDA028.mp3,Joseph Haydn,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’",IV. Finale,Musopen String Quartet,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Classical,Chamber music,,,,Melodic device,MEL.DEVICE,1,high
CLIP-ACBB12D5AB50,modules/instrument-identifier/audio/II254.mp3,,Oboe Sonata FAWB,,,MusOpen,PD,,Sonata,Organ Accomp.,TRUMPET,BRASS,Organ Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-ACBFF3E416EF,modules/instrument-identifier/audio/II184.mp3,Faure,Fantasia Op. 79 Allegro,,,MusOpen,PD,,,Piano Accomp.,FLUTE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-ACF40A74C633,audio/piano/Cs4.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-ACF52DDA860C,modules/texture-trainer/audio/TT016.mp3,,"L. van Beethoven — Symphony No. 5 in C minor, movement I",,Musopen Symphony Orchestra,"https://commons.wikimedia.org/wiki/File:Ludwig_van_Beethoven_-_symphony_no._5_in_c_minor,_op._67_-_i._allegro_con_brio.ogg",Check the current licence statement on the source page,,Symphony,,,,Unison/octaves → thicker texture,TEX.TYPE,1,high
CLIP-ACFFE1B15CD5,modules/instrument-identifier/audio/II037.mp3,Schumann,Marchenbilder Op. 113,,,MusOpen,PD,Romantic,,Piano Accomp.,VIOLA,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-AD1E59332EC4,audio/piano/E3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,9,high
CLIP-AD2DB69A7EE3,modules/instrument-identifier/audio/II117.mp3,Beethoven,Cello Sonata Op. 69 (2),,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-AD710FC01EF4,modules/instrument-identifier/audio/II070.mp3,Vivaldi,Sonata No. 5 (3),,,MusOpen,PD,Baroque,Sonata,Harpsichord,CELLO,Strings,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-AD837BF49E1C,modules/texture-trainer/audio/TT047.mp3,,"J. S. Bach — Toccata and Fugue in D minor, BWV 565: Toccata opening",,Kevin MacLeod,https://commons.wikimedia.org/wiki/File:Toccata_and_Fugue_in_D_Minor_(ISRC_USUAN1100350).mp3,CC BY 3.0,,Fugue,,,,Monophonic / octaves,TEX.TYPE,1,high
CLIP-ADFBD348022A,audio/piano/D4.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,14,high
CLIP-AE64D52857C0,audio/piano/G3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,17,high
CLIP-AEEE96E36876,modules/instrument-identifier/audio/II244.mp3,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,Baroque,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-AF716D4B93D4,modules/texture-trainer/audio/TT018.mp3,,F. Mendelssohn — The Hebrides Overture (‘Fingal’s Cave’),,Musopen Symphony Orchestra,https://commons.wikimedia.org/wiki/File:Mendelssohn_-_Hebrides_Overture_Fingal's_Cave.ogg,CC0 / Public Domain Mark on Commons source page,,Overture,,,,Thin → thicker/layered,TEX.TYPE,1,high
CLIP-AFE19D7846DE,modules/instrument-identifier/audio/II204.mp3,Bach,Partita BWV 1013,,,MusOpen,PD,Baroque,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-B05CEB45F720,modules/instrument-identifier/audio/II093.mp3,Beethoven,Cello Sonata Op. 69 (1),,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B072174C5AA4,modules/instrument-identifier/audio/II216.mp3,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-B0B0FF994D43,modules/instrument-identifier/audio/II176.mp3,Mozart,Clarinet Concerto K662,,,MusOpen,PD,Classical,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B0F9BC01503D,modules/instrument-identifier/audio/II131.mp3,Bottesini,Double Bass Concerto No. 2 (1),,,MusOpen,PD,,Concerto,Orchestral,DOUBLE BASS,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-B129975CA877,modules/instrument-identifier/audio/II165.mp3,,Clarinet Concerto,,,MusOpen,PD,,Concerto,Organ Accomp.,CLARINET,Woodwind,Organ Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B28568682337,modules/instrument-identifier/audio/II085.mp3,Vivaldi,Sonata No. 5 (2),,,MusOpen,PD,Baroque,Sonata,Harpsichord,CELLO,Strings,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B29E32E68F19,audio/piano/Ds3.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-B3308EB3F053,modules/instrument-identifier/audio/II110.mp3,Bach,Suite No. 4 (1),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B3825A13E565,modules/instrument-identifier/audio/II113.mp3,Bach,Suite No. 4 (4),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B394355DB8B3,audio/piano/A3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,39,high
CLIP-B43473022B15,modules/instrument-identifier/audio/II248.mp3,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,Baroque,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B439D1684D97,modules/instrument-identifier/audio/II283.mp3,,Oboe Concerto HWV 302,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B4552E240DE8,audio/piano/Fs3.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-B47DD91F94E4,modules/instrument-identifier/audio/II196.mp3,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,Baroque,Sonata,Harpsichord,RECORDER,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B4CE22C94FC4,audio/piano/B3.mp3 | audio/piano/F3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Augmented 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-B5CCFA9DC607,modules/instrument-identifier/audio/II042.mp3,Bach,Cello Suite No. 3 (6),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B636DDF81B6E,audio/piano/Gs3.mp3 | audio/piano/D4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Diminished 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-B63C778B6F19,modules/instrument-identifier/audio/II240.mp3,,Concerto for Oboe and Orch.,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B64DC5C2510C,modules/meter-master/audio/MTR006.mp3,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.98_%28Brahms%2C_Johannes%29,,,,,,,Aural classification,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-B76B4932A796,modules/instrument-identifier/audio/II033.mp3,Rolla,Viola Sonatas Op. 3 (1),,,MusOpen,PD,,Sonata,Orchestral,VIOLA,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-B7711479C1F3,modules/texture-trainer/audio/TT115.mp3,,"J. S. Bach — Wachet auf, BWV 140 – Duet",,MIT Concert Choir soloists,https://commons.wikimedia.org/wiki/File:Bach_-_cantata_140._6._duet.ogg,CC BY-SA 2.0,,,,,,Simple polyphonic,TEX.TYPE,1,medium
CLIP-B779F5B7AACC,audio/piano/Cs3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-B7C7B7BD6CC0,modules/instrument-identifier/audio/II260.mp3,,Oboe Concerto BWV1055,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-B81225E38176,audio/piano/D4.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-B88AF984D267,audio/piano/Ds3.mp3 | audio/piano/Ds4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect octave,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,9,high
CLIP-B8BB4927E022,audio/piano/Gs3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-B8BFFCB2BF23,modules/texture-trainer/audio/TT014.mp3,,"J. S. Bach — Brandenburg Concerto No. 5, movement III",,See source page,https://commons.wikimedia.org/wiki/File:Bach_-_Brandenburg_Concerto_5_-_3._Allegro.ogg,Check the current licence statement on the source page,,Concerto,,,,Monophonic → polyphonic,TEX.TYPE,1,high
CLIP-B91E15900556,modules/instrument-identifier/audio/II155.mp3,von Weber,Clarinet Concerto Op. 73 (2),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-B91F13BFD047,audio/piano/D3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,14,high
CLIP-B97F686F28C2,modules/texture-trainer/audio/TT081.mp3,,"J. S. Bach — Partita in A minor for solo flute, BWV 1013 — IV. Bourrée anglaise",,"Scott Goff, flute",https://commons.wikimedia.org/wiki/File:Bach_-_Partita_For_Solo_Flute_-_Modern_Flute_-_4._Bouree.ogg,CC BY-SA 2.0 / EFF Open Audio-compatible,,,,,,Monophonic texture,TEX.TYPE,1,medium
CLIP-B9E57ED317E4,modules/instrument-identifier/audio/II262.mp3,,Oboe Concerto BWV1055,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-BA2BF1125F91,modules/instrument-identifier/audio/II006.mp3,Beethoven,"Violin Sonata No. 9 ""Kreutzer""",,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-BA43B42B25ED,audio/piano/As3.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-BB32E94197A6,modules/texture-trainer/audio/TT069.mp3,,"Antonín Dvořák — String Quartet No. 12 in F major, Op. 96 ‘American’ — IV. Finale",,Musopen String Quartet,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Chamber music,,,,Homophonic texture,TEX.TYPE,1,high
CLIP-BB57977AD8CF,audio/piano/Cs3.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-BBECBD99CDBA,modules/instrument-identifier/audio/II151.mp3,Glazunov,Reverie Op. 24,,,MusOpen,PD,,,Piano Accomp.,FRENCH HORN,Brass,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-BC03D4079D36,modules/melody-master/audio/melodic-devices/MDA020.mp3,Antonín Dvořák,"String Quartet No. 12 in F major, Op. 96 ‘American’",IV. Finale,Musopen String Quartet,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Chamber music,,,,Melodic device,MEL.DEVICE,1,medium
CLIP-BC26B94AD95F,modules/instrument-identifier/audio/II178.mp3,Mozart,Clarinet Concerto K662,,,MusOpen,PD,Classical,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-BC5E142510A4,audio/piano/Ds4.mp3 | audio/piano/D4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-BCCB3D04C4A3,modules/melody-master/audio/melodic-devices/MDA018.mp3,Antonín Dvořák,"String Quartet No. 12 in F major, Op. 96 ‘American’",II. Lento,Musopen String Quartet,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Chamber music,,,,Melodic device,MEL.DEVICE,1,medium
CLIP-BCF7E868BB27,audio/piano/As3.mp3 | audio/piano/D3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,8,high
CLIP-BD5F009F6AAB,modules/texture-trainer/audio/TT013.mp3,,"J. S. Bach — Fugue in D major, BWV 850",,See source page,https://commons.wikimedia.org/wiki/File:Fugue_DMajor_BWV850.ogg,Check the current licence statement on the source page,,Fugue,,,,Monophonic → polyphonic,TEX.TYPE,1,high
CLIP-BD93E63F6335,modules/melody-master/audio/melodic-devices/MDA005.mp3,Mussorgsky,Pictures at an Exhibition,,Chiara Bertoglio,Existing EchoAural Melody Master,CC BY 3.0,Romantic,,,,,Melodic device,MEL.DEVICE,1,medium
CLIP-BDA6789FF694,modules/texture-trainer/audio/TT135.mp3,,Thomas Tallis — Spem in alium – antiphonal extract,,Janet Cardiff installation recording,https://commons.wikimedia.org/wiki/File:Spem_in_alium.ogg,CC BY-SA 3.0,,,,,,Texture feature,TEX.TYPE,1,medium
CLIP-BDE7DEA06D09,modules/instrument-identifier/audio/II271.mp3,,La Gracieuse (1) Prelude,,,MusOpen,PD,,Prelude,Harpsichord,OBOE,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-BDFEED11FC28,audio/piano/As3.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-C050D3CA1445,modules/instrument-identifier/audio/II241.mp3,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,Baroque,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-C063D3BA59D6,modules/instrument-identifier/audio/II237.mp3,,Concerto for Oboe and Orch.,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-C0A944587E79,audio/piano/Fs3.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-C13C9B32DE29,modules/instrument-identifier/audio/II046.mp3,,Cello Sonata - 3 Finale,,,MusOpen,PD,,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-C17AD3A7F487,modules/instrument-identifier/audio/II049.mp3,Elgar,Cello Concerto Op. 85,,,MusOpen,PD,,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-C1AC1004DE76,audio/piano/C3.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-C2B9621C8A0C,modules/melody-master/questions/mm015/MM015-audio.mp3,Beethoven,"Symphony no. 6 in F major, Op. 68 'Pastoral'",II. Andante molto mosso,,Musopen,PDM 1.0,Classical/Romantic transition,Symphony,,,,dictation,MEL.DICTATION.PITCH,1,high
